Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address
196901,$L$i$g$h$t$n$i$n$g$ $C$h$a$r$g$i$n$g$ $C$a$b$l$e$,2,£14.95,05/07/19 20:41,"680 Spruce St, Los Angeles, CA 90001"
196902,$L$i$g$h$t$n$i$n$g$ $C$h$a$r$g$i$n$g$ $C$a$b$l$e$,1,£14.95,05/19/19 15:01,"436 Willow St, San Francisco, CA 94016"
196903,$G$o$o$g$l$e$ $P$h$o$n$e$,1,£600,05/16/19 08:33,"764 River St, Boston, MA 02215"
196904,$L$i$g$h$t$n$i$n$g$ $C$h$a$r$g$i$n$g$ $C$a$b$l$e$,1,£14.95,05/23/19 13:37,"804 South St, Los Angeles, CA 90001"
196905,$W$i$r$e$d$ $H$e$a$d$p$h$o$n$e$s$,1,£11.99,05/15/19 20:15,"294 1st St, San Francisco, CA 94016"
196906,$2$7$i$n$ $4$K$ $G$a$m$i$n$g$ $M$o$n$i$t$o$r$,1,£389.99,05/22/19 17:12,"738 Chestnut St, San Francisco, CA 94016"
196907,$T$h$i$n$k$P$a$d$ $L$a$p$t$o$p$,1,£999.99,05/02/19 15:45,"239 Hill St, Dallas, TX 75001"
196908,$U$S$B$-$C$ $C$h$a$r$g$i$n$g$ $C$a$b$l$e$,1,£11.95,05/08/19 09:54,"19 Lake St, Seattle, WA 98101"
196909,$L$i$g$h$t$n$i$n$g$ $C$h$a$r$g$i$n$g$ $C$a$b$l$e$,1,£14.95,05/23/19 08:58,"365 Dogwood St, San Francisco, CA 94016"
196910,$U$S$B$-$C$ $C$h$a$r$g$i$n$g$ $C$a$b$l$e$,1,£11.95,05/08/19 15:35,"537 Jefferson St, Portland, OR 97035"
196911,$A$A$A$ $B$a$t$t$e$r$i$e$s$ $($4$-$p$a$c$k$)$,3,,05/31/19 09:51,"879 13th St, Boston, MA 02215"
196912,$U$S$B$-$C$ $C$h$a$r$g$i$n$g$ $C$a$b$l$e$,1,£11.95,05/02/19 20:03,"998 Church St, Atlanta, GA 30301"
196913,$M$a$c$b$o$o$k$ $P$r$o$ $L$a$p$t$o$p$,1,£1700,05/15/19 21:16,"919 West St, Seattle, WA 98101"
196914,$W$i$r$e$d$ $H$e$a$d$p$h$o$n$e$s$,1,£11.99,05/28/19 16:04,"803 4th St, Boston, MA 02215"
196915,$G$o$o$g$l$e$ $P$h$o$n$e$,1,£600,05/20/19 16:39,"235 Park St, Atlanta, GA 30301"
196916,$A$A$A$ $B$a$t$t$e$r$i$e$s$ $($4$-$p$a$c$k$)$,1,,05/27/19 22:44,"842 Johnson St, Dallas, TX 75001"
196917,$U$S$B$-$C$ $C$h$a$r$g$i$n$g$ $C$a$b$l$e$,1,£11.95,05/24/19 23:33,"94 Center St, San Francisco, CA 94016"
196917,$A$A$ $B$a$t$t$e$r$i$e$s$ $($4$-$p$a$c$k$)$,1,£3.84,05/24/19 23:33,"94 Center St, San Francisco, CA 94016"
196918,$A$A$A$ $B$a$t$t$e$r$i$e$s$ $($4$-$p$a$c$k$)$,2,,05/08/19 12:59,"76 Park St, Dallas, TX 75001"
196919,$W$i$r$e$d$ $H$e$a$d$p$h$o$n$e$s$,1,£11.99,05/26/19 10:19,"209 12th St, San Francisco, CA 94016"
196920,$U$S$B$-$C$ $C$h$a$r$g$i$n$g$ $C$a$b$l$e$,1,£11.95,05/10/19 15:15,"110 Center St, Los Angeles, CA 90001"
196920,$L$i$g$h$t$n$i$n$g$ $C$h$a$r$g$i$n$g$ $C$a$b$l$e$,1,£14.95,05/10/19 15:15,"110 Center St, Los Angeles, CA 90001"
196921,$U$S$B$-$C$ $C$h$a$r$g$i$n$g$ $C$a$b$l$e$,1,£11.95,05/20/19 08:54,"248 Jackson St, Austin, TX 73301"
196922,$2$7$i$n$ $4$K$ $G$a$m$i$n$g$ $M$o$n$i$t$o$r$,1,£389.99,05/16/19 19:34,"928 Forest St, Austin, TX 73301"
196923,$A$A$ $B$a$t$t$e$r$i$e$s$ $($4$-$p$a$c$k$)$,1,£3.84,05/24/19 18:40,"750 West St, Dallas, TX 75001"
196924,$A$A$ $B$a$t$t$e$r$i$e$s$ $($4$-$p$a$c$k$)$,1,£3.84,05/08/19 17:20,"335 6th St, Seattle, WA 98101"
196925,$A$A$A$ $B$a$t$t$e$r$i$e$s$ $($4$-$p$a$c$k$)$,2,,05/23/19 17:06,"154 Johnson St, San Francisco, CA 94016"
196926,$U$S$B$-$C$ $C$h$a$r$g$i$n$g$ $C$a$b$l$e$,1,£11.95,05/03/19 17:37,"334 Maple St, San Francisco, CA 94016"
196927,$L$i$g$h$t$n$i$n$g$ $C$h$a$r$g$i$n$g$ $C$a$b$l$e$,1,£14.95,05/05/19 20:47,"878 South St, Portland, OR 97035"
196928,$A$p$p$l$e$ $A$i$r$p$o$d$s$ $H$e$a$d$p$h$o$n$e$s$,1,£150,05/28/19 16:22,"404 Dogwood St, Dallas, TX 75001"
196929,$U$S$B$-$C$ $C$h$a$r$g$i$n$g$ $C$a$b$l$e$,1,£11.95,05/23/19 21:27,"622 Jackson St, Atlanta, GA 30301"
196930,$B$o$s$e$ $S$o$u$n$d$S$p$o$r$t$ $H$e$a$d$p$h$o$n$e$s$,1,£99.99,05/20/19 20:50,"542 Lake St, Atlanta, GA 30301"
196931,$L$i$g$h$t$n$i$n$g$ $C$h$a$r$g$i$n$g$ $C$a$b$l$e$,1,£14.95,05/16/19 01:09,"367 2nd St, Los Angeles, CA 90001"
196932,$W$i$r$e$d$ $H$e$a$d$p$h$o$n$e$s$,1,£11.99,05/10/19 18:31,"367 Ridge St, New York City, NY 10001"
196933,$L$i$g$h$t$n$i$n$g$ $C$h$a$r$g$i$n$g$ $C$a$b$l$e$,1,£14.95,05/04/19 16:52,"231 Lincoln St, Austin, TX 73301"
196934,$3$4$i$n$ $U$l$t$r$a$w$i$d$e$ $M$o$n$i$t$o$r$,1,£379.99,05/17/19 22:50,"477 River St, Portland, ME 04101"
196935,$U$S$B$-$C$ $C$h$a$r$g$i$n$g$ $C$a$b$l$e$,1,£11.95,05/18/19 11:34,"197 Highland St, Los Angeles, CA 90001"
196936,$T$h$i$n$k$P$a$d$ $L$a$p$t$o$p$,1,£999.99,05/16/19 12:56,"148 Center St, San Francisco, CA 94016"
196937,$3$4$i$n$ $U$l$t$r$a$w$i$d$e$ $M$o$n$i$t$o$r$,1,£379.99,05/02/19 12:00,"344 Meadow St, Los Angeles, CA 90001"
196938,$L$i$g$h$t$n$i$n$g$ $C$h$a$r$g$i$n$g$ $C$a$b$l$e$,1,£14.95,05/18/19 22:22,"663 Lake St, Boston, MA 02215"
196939,$L$i$g$h$t$n$i$n$g$ $C$h$a$r$g$i$n$g$ $C$a$b$l$e$,1,£14.95,05/21/19 15:19,"570 Lake St, San Francisco, CA 94016"
196940,$2$7$i$n$ $F$H$D$ $M$o$n$i$t$o$r$,1,£149.99,05/11/19 07:52,"326 Jefferson St, New York City, NY 10001"
196941,$A$A$ $B$a$t$t$e$r$i$e$s$ $($4$-$p$a$c$k$)$,2,£3.84,05/02/19 22:46,"23 Church St, Boston, MA 02215"
196942,$W$i$r$e$d$ $H$e$a$d$p$h$o$n$e$s$,1,£11.99,05/31/19 20:31,"724 Spruce St, Los Angeles, CA 90001"
196943,$W$i$r$e$d$ $H$e$a$d$p$h$o$n$e$s$,1,£11.99,05/09/19 14:50,"961 Meadow St, Dallas, TX 75001"
196944,$2$7$i$n$ $F$H$D$ $M$o$n$i$t$o$r$,1,£149.99,05/26/19 11:09,"784 Madison St, Los Angeles, CA 90001"
196945,$G$o$o$g$l$e$ $P$h$o$n$e$,1,£600,05/30/19 15:55,"133 Ridge St, Austin, TX 73301"
196946,$U$S$B$-$C$ $C$h$a$r$g$i$n$g$ $C$a$b$l$e$,1,£11.95,05/23/19 16:03,"957 Meadow St, Dallas, TX 75001"
196947,$U$S$B$-$C$ $C$h$a$r$g$i$n$g$ $C$a$b$l$e$,1,£11.95,05/28/19 20:31,"510 Lincoln St, New York City, NY 10001"
196948,$2$7$i$n$ $4$K$ $G$a$m$i$n$g$ $M$o$n$i$t$o$r$,1,£389.99,05/08/19 22:41,"252 6th St, Boston, MA 02215"
196949,$A$A$A$ $B$a$t$t$e$r$i$e$s$ $($4$-$p$a$c$k$)$,2,,05/26/19 15:11,"730 13th St, San Francisco, CA 94016"
196950,$W$i$r$e$d$ $H$e$a$d$p$h$o$n$e$s$,1,£11.99,05/07/19 14:47,"402 Main St, New York City, NY 10001"
196951,$A$p$p$l$e$ $A$i$r$p$o$d$s$ $H$e$a$d$p$h$o$n$e$s$,1,£150,05/28/19 10:27,"214 Meadow St, San Francisco, CA 94016"
196952,$U$S$B$-$C$ $C$h$a$r$g$i$n$g$ $C$a$b$l$e$,1,£11.95,05/03/19 10:53,"244 Main St, Los Angeles, CA 90001"
196953,$i$P$h$o$n$e$,1,£700,05/03/19 01:30,"264 13th St, New York City, NY 10001"
196954,$B$o$s$e$ $S$o$u$n$d$S$p$o$r$t$ $H$e$a$d$p$h$o$n$e$s$,1,£99.99,05/16/19 12:45,"595 Elm St, San Francisco, CA 94016"
196955,$3$4$i$n$ $U$l$t$r$a$w$i$d$e$ $M$o$n$i$t$o$r$,1,£379.99,05/14/19 11:26,"842 Walnut St, Dallas, TX 75001"
196956,$A$A$A$ $B$a$t$t$e$r$i$e$s$ $($4$-$p$a$c$k$)$,2,,05/14/19 21:28,"949 West St, Atlanta, GA 30301"
196957,$A$A$A$ $B$a$t$t$e$r$i$e$s$ $($4$-$p$a$c$k$)$,2,,05/27/19 12:00,"299 Cherry St, Los Angeles, CA 90001"
196958,$A$p$p$l$e$ $A$i$r$p$o$d$s$ $H$e$a$d$p$h$o$n$e$s$,1,£150,05/01/19 23:29,"620 Madison St, Dallas, TX 75001"
196959,$L$i$g$h$t$n$i$n$g$ $C$h$a$r$g$i$n$g$ $C$a$b$l$e$,1,£14.95,05/04/19 17:18,"360 South St, Portland, OR 97035"
196960,$W$i$r$e$d$ $H$e$a$d$p$h$o$n$e$s$,1,£11.99,05/02/19 22:56,"635 Hickory St, Los Angeles, CA 90001"
196961,$A$p$p$l$e$ $A$i$r$p$o$d$s$ $H$e$a$d$p$h$o$n$e$s$,1,£150,05/18/19 06:58,"637 Adams St, Los Angeles, CA 90001"
196962,$L$i$g$h$t$n$i$n$g$ $C$h$a$r$g$i$n$g$ $C$a$b$l$e$,1,£14.95,05/31/19 10:12,"659 6th St, Austin, TX 73301"
196963,$M$a$c$b$o$o$k$ $P$r$o$ $L$a$p$t$o$p$,1,£1700,05/20/19 07:34,"987 10th St, New York City, NY 10001"
196964,$2$7$i$n$ $F$H$D$ $M$o$n$i$t$o$r$,1,£149.99,05/09/19 18:39,"692 7th St, San Francisco, CA 94016"
196965,$M$a$c$b$o$o$k$ $P$r$o$ $L$a$p$t$o$p$,1,£1700,05/19/19 20:03,"937 Johnson St, San Francisco, CA 94016"
196966,$A$A$ $B$a$t$t$e$r$i$e$s$ $($4$-$p$a$c$k$)$,2,£3.84,05/09/19 14:06,"333 Forest St, Boston, MA 02215"
196967,$B$o$s$e$ $S$o$u$n$d$S$p$o$r$t$ $H$e$a$d$p$h$o$n$e$s$,1,£99.99,05/16/19 21:29,"365 11th St, Boston, MA 02215"
196968,$A$A$ $B$a$t$t$e$r$i$e$s$ $($4$-$p$a$c$k$)$,1,£3.84,05/06/19 12:11,"47 Main St, Seattle, WA 98101"
196969,$W$i$r$e$d$ $H$e$a$d$p$h$o$n$e$s$,1,£11.99,05/21/19 15:18,"234 Johnson St, San Francisco, CA 94016"
196970,$A$A$A$ $B$a$t$t$e$r$i$e$s$ $($4$-$p$a$c$k$)$,1,,05/28/19 22:24,"137 Elm St, Los Angeles, CA 90001"
196971,$M$a$c$b$o$o$k$ $P$r$o$ $L$a$p$t$o$p$,1,£1700,05/23/19 22:47,"561 North St, Los Angeles, CA 90001"
196972,$A$p$p$l$e$ $A$i$r$p$o$d$s$ $H$e$a$d$p$h$o$n$e$s$,1,£150,05/22/19 16:56,"682 Pine St, Boston, MA 02215"
196973,$W$i$r$e$d$ $H$e$a$d$p$h$o$n$e$s$,1,£11.99,05/25/19 10:29,"794 Chestnut St, Boston, MA 02215"
196974,$A$A$ $B$a$t$t$e$r$i$e$s$ $($4$-$p$a$c$k$)$,1,£3.84,05/09/19 13:51,"319 Adams St, Atlanta, GA 30301"
196975,$A$p$p$l$e$ $A$i$r$p$o$d$s$ $H$e$a$d$p$h$o$n$e$s$,1,£150,05/27/19 11:48,"781 Hickory St, Portland, ME 04101"
196976,$A$A$A$ $B$a$t$t$e$r$i$e$s$ $($4$-$p$a$c$k$)$,2,,05/17/19 21:18,"742 8th St, San Francisco, CA 94016"
196977,$U$S$B$-$C$ $C$h$a$r$g$i$n$g$ $C$a$b$l$e$,1,£11.95,05/04/19 22:40,"190 Cherry St, New York City, NY 10001"
196978,$G$o$o$g$l$e$ $P$h$o$n$e$,1,£600,05/14/19 09:51,"76 9th St, Atlanta, GA 30301"
196979,$B$o$s$e$ $S$o$u$n$d$S$p$o$r$t$ $H$e$a$d$p$h$o$n$e$s$,1,£99.99,05/12/19 19:34,"273 Adams St, New York City, NY 10001"
196980,$U$S$B$-$C$ $C$h$a$r$g$i$n$g$ $C$a$b$l$e$,1,£11.95,05/04/19 12:15,"543 Wilson St, Los Angeles, CA 90001"
196981,$i$P$h$o$n$e$,1,£700,05/01/19 10:15,"703 Sunset St, San Francisco, CA 94016"
Order ID,$P$r$o$d$u$c$t$,Quantity Ordered,£Price Each,Order Date,Purchase Address
196982,$W$i$r$e$d$ $H$e$a$d$p$h$o$n$e$s$,1,£11.99,05/03/19 18:48,"533 Spruce St, San Francisco, CA 94016"
196983,$W$i$r$e$d$ $H$e$a$d$p$h$o$n$e$s$,2,£11.99,05/02/19 13:34,"370 Washington St, Dallas, TX 75001"
196984,$A$A$ $B$a$t$t$e$r$i$e$s$ $($4$-$p$a$c$k$)$,1,£3.84,05/12/19 16:13,"602 Walnut St, San Francisco, CA 94016"
196985,$G$o$o$g$l$e$ $P$h$o$n$e$,1,£600,05/03/19 18:56,"99 Center St, New York City, NY 10001"
196985,$W$i$r$e$d$ $H$e$a$d$p$h$o$n$e$s$,1,£11.99,05/03/19 18:56,"99 Center St, New York City, NY 10001"
196986,$A$p$p$l$e$ $A$i$r$p$o$d$s$ $H$e$a$d$p$h$o$n$e$s$,1,£150,05/05/19 22:05,"43 Pine St, Seattle, WA 98101"
196987,$M$a$c$b$o$o$k$ $P$r$o$ $L$a$p$t$o$p$,1,£1700,05/06/19 11:23,"157 10th St, San Francisco, CA 94016"
196988,$A$A$ $B$a$t$t$e$r$i$e$s$ $($4$-$p$a$c$k$)$,4,£3.84,05/05/19 18:06,"376 Highland St, Seattle, WA 98101"
196989,$A$A$ $B$a$t$t$e$r$i$e$s$ $($4$-$p$a$c$k$)$,1,£3.84,05/15/19 19:46,"568 Johnson St, New York City, NY 10001"
196990,$A$A$ $B$a$t$t$e$r$i$e$s$ $($4$-$p$a$c$k$)$,1,£3.84,05/29/19 08:32,"126 Ridge St, Atlanta, GA 30301"
196990,$i$P$h$o$n$e$,1,£700,05/29/19 08:32,"126 Ridge St, Atlanta, GA 30301"
196991,$A$A$A$ $B$a$t$t$e$r$i$e$s$ $($4$-$p$a$c$k$)$,1,,05/23/19 21:21,"62 Jackson St, San Francisco, CA 94016"
196992,$M$a$c$b$o$o$k$ $P$r$o$ $L$a$p$t$o$p$,1,£1700,05/21/19 03:09,"722 Lakeview St, Boston, MA 02215"
196993,$A$p$p$l$e$ $A$i$r$p$o$d$s$ $H$e$a$d$p$h$o$n$e$s$,1,£150,05/07/19 12:26,"360 Cherry St, Austin, TX 73301"
196994,$A$A$ $B$a$t$t$e$r$i$e$s$ $($4$-$p$a$c$k$)$,1,£3.84,05/11/19 11:54,"598 Spruce St, San Francisco, CA 94016"
196995,$i$P$h$o$n$e$,1,£700,05/17/19 10:30,"487 Jefferson St, Los Angeles, CA 90001"
196996,$A$A$ $B$a$t$t$e$r$i$e$s$ $($4$-$p$a$c$k$)$,1,£3.84,05/31/19 21:10,"994 Sunset St, Dallas, TX 75001"
196997,$A$p$p$l$e$ $A$i$r$p$o$d$s$ $H$e$a$d$p$h$o$n$e$s$,1,£150,05/03/19 20:49,"246 Wilson St, San Francisco, CA 94016"
196998,$B$o$s$e$ $S$o$u$n$d$S$p$o$r$t$ $H$e$a$d$p$h$o$n$e$s$,1,£99.99,05/02/19 12:42,"957 Main St, San Francisco, CA 94016"
196999,$U$S$B$-$C$ $C$h$a$r$g$i$n$g$ $C$a$b$l$e$,1,£11.95,05/12/19 15:24,"850 6th St, New York City, NY 10001"
197000,$A$A$A$ $B$a$t$t$e$r$i$e$s$ $($4$-$p$a$c$k$)$,1,,05/02/19 12:00,"549 Sunset St, San Francisco, CA 94016"
197001,$A$A$A$ $B$a$t$t$e$r$i$e$s$ $($4$-$p$a$c$k$)$,1,,05/22/19 12:13,"163 12th St, San Francisco, CA 94016"
197002,$W$i$r$e$d$ $H$e$a$d$p$h$o$n$e$s$,2,£11.99,05/10/19 11:56,"749 Highland St, New York City, NY 10001"
197003,$2$7$i$n$ $F$H$D$ $M$o$n$i$t$o$r$,1,£149.99,05/11/19 14:00,"509 Pine St, Los Angeles, CA 90001"
197004,$A$A$ $B$a$t$t$e$r$i$e$s$ $($4$-$p$a$c$k$)$,1,£3.84,05/31/19 02:06,"544 Main St, New York City, NY 10001"
197004,$2$0$i$n$ $M$o$n$i$t$o$r$,1,£109.99,05/31/19 02:06,"544 Main St, New York City, NY 10001"
197005,$2$0$i$n$ $M$o$n$i$t$o$r$,1,£109.99,05/02/19 11:56,"682 Sunset St, Portland, OR 97035"
197006,$A$p$p$l$e$ $A$i$r$p$o$d$s$ $H$e$a$d$p$h$o$n$e$s$,1,£150,05/04/19 15:27,"240 8th St, Austin, TX 73301"
197007,$U$S$B$-$C$ $C$h$a$r$g$i$n$g$ $C$a$b$l$e$,1,£11.95,05/24/19 23:01,"333 North St, Portland, OR 97035"
197008,$L$i$g$h$t$n$i$n$g$ $C$h$a$r$g$i$n$g$ $C$a$b$l$e$,2,£14.95,05/09/19 19:41,"375 13th St, New York City, NY 10001"
197009,$L$G$ $W$a$s$h$i$n$g$ $M$a$c$h$i$n$e$,1,£600.0,05/04/19 19:08,"152 River St, Austin, TX 73301"
197010,$2$7$i$n$ $4$K$ $G$a$m$i$n$g$ $M$o$n$i$t$o$r$,1,£389.99,05/30/19 20:41,"610 Walnut St, New York City, NY 10001"
197011,$L$i$g$h$t$n$i$n$g$ $C$h$a$r$g$i$n$g$ $C$a$b$l$e$,1,£14.95,05/26/19 09:32,"886 Main St, Seattle, WA 98101"
197012,$A$A$ $B$a$t$t$e$r$i$e$s$ $($4$-$p$a$c$k$)$,2,£3.84,05/18/19 11:27,"371 Chestnut St, Boston, MA 02215"
197013,$G$o$o$g$l$e$ $P$h$o$n$e$,1,£600,05/30/19 09:05,"470 South St, New York City, NY 10001"
197014,$A$A$A$ $B$a$t$t$e$r$i$e$s$ $($4$-$p$a$c$k$)$,1,,05/15/19 12:27,"517 Cedar St, Dallas, TX 75001"
197015,$2$7$i$n$ $F$H$D$ $M$o$n$i$t$o$r$,1,£149.99,05/15/19 08:14,"396 Jefferson St, Austin, TX 73301"
197016,$L$i$g$h$t$n$i$n$g$ $C$h$a$r$g$i$n$g$ $C$a$b$l$e$,1,£14.95,05/24/19 19:08,"348 Johnson St, Seattle, WA 98101"
197017,$G$o$o$g$l$e$ $P$h$o$n$e$,1,£600,05/04/19 21:12,"439 Forest St, San Francisco, CA 94016"
197018,$A$A$ $B$a$t$t$e$r$i$e$s$ $($4$-$p$a$c$k$)$,1,£3.84,05/30/19 15:00,"48 Chestnut St, San Francisco, CA 94016"
197019,$W$i$r$e$d$ $H$e$a$d$p$h$o$n$e$s$,1,£11.99,05/31/19 13:13,"14 8th St, San Francisco, CA 94016"
197020,$2$7$i$n$ $F$H$D$ $M$o$n$i$t$o$r$,1,£149.99,05/04/19 14:57,"428 1st St, New York City, NY 10001"
197021,$A$A$A$ $B$a$t$t$e$r$i$e$s$ $($4$-$p$a$c$k$)$,1,,05/30/19 18:45,"553 11th St, Dallas, TX 75001"
197022,$W$i$r$e$d$ $H$e$a$d$p$h$o$n$e$s$,1,£11.99,05/12/19 20:17,"3 Chestnut St, Austin, TX 73301"
197023,$L$G$ $W$a$s$h$i$n$g$ $M$a$c$h$i$n$e$,1,£600.0,05/05/19 12:38,"783 2nd St, Los Angeles, CA 90001"
197024,$F$l$a$t$s$c$r$e$e$n$ $T$V$,1,£300,05/23/19 12:36,"217 Chestnut St, San Francisco, CA 94016"
197025,$A$A$ $B$a$t$t$e$r$i$e$s$ $($4$-$p$a$c$k$)$,1,£3.84,05/01/19 12:51,"370 River St, Los Angeles, CA 90001"
197026,$F$l$a$t$s$c$r$e$e$n$ $T$V$,1,£300,05/04/19 12:59,"577 8th St, Dallas, TX 75001"
197027,$i$P$h$o$n$e$,1,£700,05/31/19 10:24,"906 Lake St, Los Angeles, CA 90001"
197028,$A$A$ $B$a$t$t$e$r$i$e$s$ $($4$-$p$a$c$k$)$,1,£3.84,05/25/19 11:34,"551 8th St, New York City, NY 10001"
197029,$L$i$g$h$t$n$i$n$g$ $C$h$a$r$g$i$n$g$ $C$a$b$l$e$,1,£14.95,05/09/19 23:52,"345 Lincoln St, Atlanta, GA 30301"
197030,$2$7$i$n$ $F$H$D$ $M$o$n$i$t$o$r$,1,£149.99,05/07/19 17:27,"654 13th St, Portland, OR 97035"
197031,$A$A$ $B$a$t$t$e$r$i$e$s$ $($4$-$p$a$c$k$)$,1,£3.84,05/21/19 14:46,"908 North St, Portland, OR 97035"
197032,$2$7$i$n$ $4$K$ $G$a$m$i$n$g$ $M$o$n$i$t$o$r$,1,£389.99,05/29/19 15:54,"557 North St, Austin, TX 73301"
197033,$A$A$A$ $B$a$t$t$e$r$i$e$s$ $($4$-$p$a$c$k$)$,1,,05/04/19 15:45,"209 Meadow St, New York City, NY 10001"
197034,$A$p$p$l$e$ $A$i$r$p$o$d$s$ $H$e$a$d$p$h$o$n$e$s$,1,£150,05/10/19 18:37,"626 Jackson St, Portland, ME 04101"
197035,$A$p$p$l$e$ $A$i$r$p$o$d$s$ $H$e$a$d$p$h$o$n$e$s$,1,£150,05/10/19 18:35,"473 Jefferson St, San Francisco, CA 94016"
197036,$B$o$s$e$ $S$o$u$n$d$S$p$o$r$t$ $H$e$a$d$p$h$o$n$e$s$,1,£99.99,05/31/19 00:35,"849 Sunset St, Portland, OR 97035"
197037,$B$o$s$e$ $S$o$u$n$d$S$p$o$r$t$ $H$e$a$d$p$h$o$n$e$s$,1,£99.99,05/03/19 10:24,"613 South St, Los Angeles, CA 90001"
197038,$A$A$A$ $B$a$t$t$e$r$i$e$s$ $($4$-$p$a$c$k$)$,1,,05/26/19 08:54,"331 Maple St, Dallas, TX 75001"
197039,$A$A$ $B$a$t$t$e$r$i$e$s$ $($4$-$p$a$c$k$)$,2,£3.84,05/18/19 19:32,"865 Elm St, San Francisco, CA 94016"
197040,$3$4$i$n$ $U$l$t$r$a$w$i$d$e$ $M$o$n$i$t$o$r$,1,£379.99,05/22/19 19:02,"986 Jefferson St, New York City, NY 10001"
197041,$G$o$o$g$l$e$ $P$h$o$n$e$,1,£600,05/09/19 16:34,"824 9th St, Dallas, TX 75001"
197041,$U$S$B$-$C$ $C$h$a$r$g$i$n$g$ $C$a$b$l$e$,1,£11.95,05/09/19 16:34,"824 9th St, Dallas, TX 75001"
197042,$U$S$B$-$C$ $C$h$a$r$g$i$n$g$ $C$a$b$l$e$,1,£11.95,05/14/19 08:21,"531 Church St, Portland, ME 04101"
197043,$B$o$s$e$ $S$o$u$n$d$S$p$o$r$t$ $H$e$a$d$p$h$o$n$e$s$,1,£99.99,05/12/19 19:20,"549 1st St, Los Angeles, CA 90001"
197044,$A$A$ $B$a$t$t$e$r$i$e$s$ $($4$-$p$a$c$k$)$,1,£3.84,05/31/19 19:18,"301 South St, Seattle, WA 98101"
197045,$B$o$s$e$ $S$o$u$n$d$S$p$o$r$t$ $H$e$a$d$p$h$o$n$e$s$,1,£99.99,05/25/19 09:02,"537 Spruce St, Dallas, TX 75001"
197046,$A$A$A$ $B$a$t$t$e$r$i$e$s$ $($4$-$p$a$c$k$)$,1,,05/29/19 11:22,"734 Park St, Boston, MA 02215"
197047,$A$A$A$ $B$a$t$t$e$r$i$e$s$ $($4$-$p$a$c$k$)$,3,,05/20/19 01:52,"934 Elm St, New York City, NY 10001"
197048,$L$i$g$h$t$n$i$n$g$ $C$h$a$r$g$i$n$g$ $C$a$b$l$e$,1,£14.95,05/18/19 01:22,"267 2nd St, Dallas, TX 75001"
197049,$F$l$a$t$s$c$r$e$e$n$ $T$V$,1,£300,05/27/19 15:08,"77 South St, New York City, NY 10001"
197050,$L$i$g$h$t$n$i$n$g$ $C$h$a$r$g$i$n$g$ $C$a$b$l$e$,1,£14.95,05/21/19 09:12,"423 Lincoln St, San Francisco, CA 94016"
197051,$T$h$i$n$k$P$a$d$ $L$a$p$t$o$p$,1,£999.99,05/04/19 15:35,"231 Willow St, Dallas, TX 75001"
197052,$i$P$h$o$n$e$,1,£700,05/11/19 18:52,"380 13th St, Los Angeles, CA 90001"
197053,$A$A$ $B$a$t$t$e$r$i$e$s$ $($4$-$p$a$c$k$)$,1,£3.84,05/21/19 13:09,"443 Madison St, Los Angeles, CA 90001"
197054,$T$h$i$n$k$P$a$d$ $L$a$p$t$o$p$,1,£999.99,05/13/19 19:28,"750 Sunset St, Los Angeles, CA 90001"
197055,$L$i$g$h$t$n$i$n$g$ $C$h$a$r$g$i$n$g$ $C$a$b$l$e$,1,£14.95,05/22/19 23:57,"118 5th St, Los Angeles, CA 90001"
197056,$2$7$i$n$ $4$K$ $G$a$m$i$n$g$ $M$o$n$i$t$o$r$,1,£389.99,05/12/19 21:30,"904 Spruce St, Los Angeles, CA 90001"
197057,$A$A$A$ $B$a$t$t$e$r$i$e$s$ $($4$-$p$a$c$k$)$,2,,05/19/19 13:06,"302 2nd St, New York City, NY 10001"
197058,$B$o$s$e$ $S$o$u$n$d$S$p$o$r$t$ $H$e$a$d$p$h$o$n$e$s$,1,£99.99,05/05/19 18:21,"463 Hickory St, San Francisco, CA 94016"
197059,$B$o$s$e$ $S$o$u$n$d$S$p$o$r$t$ $H$e$a$d$p$h$o$n$e$s$,1,£99.99,05/16/19 14:33,"775 Wilson St, Atlanta, GA 30301"
197060,$A$p$p$l$e$ $A$i$r$p$o$d$s$ $H$e$a$d$p$h$o$n$e$s$,1,£150,05/21/19 16:24,"509 2nd St, Boston, MA 02215"
197061,$U$S$B$-$C$ $C$h$a$r$g$i$n$g$ $C$a$b$l$e$,1,£11.95,05/31/19 18:51,"726 Lincoln St, Los Angeles, CA 90001"
197062,$W$i$r$e$d$ $H$e$a$d$p$h$o$n$e$s$,1,£11.99,05/31/19 13:39,"801 Maple St, Dallas, TX 75001"
197063,$A$p$p$l$e$ $A$i$r$p$o$d$s$ $H$e$a$d$p$h$o$n$e$s$,1,£150,05/31/19 20:52,"164 Church St, Boston, MA 02215"
197064,$U$S$B$-$C$ $C$h$a$r$g$i$n$g$ $C$a$b$l$e$,1,£11.95,05/27/19 11:07,"965 Willow St, New York City, NY 10001"
197065,$U$S$B$-$C$ $C$h$a$r$g$i$n$g$ $C$a$b$l$e$,1,£11.95,05/04/19 20:55,"737 4th St, Seattle, WA 98101"
197066,$2$7$i$n$ $F$H$D$ $M$o$n$i$t$o$r$,1,£149.99,05/31/19 17:13,"293 Cherry St, Portland, ME 04101"
